問い合わせ番号,発注機関,発注地域,件名,カテゴリ,入札種別,資格ランク,案件登録日,入札日,開札日,落札会社名,落札価格,予定価格,応札企業,リンク
"N17723302","和歌山県","和歌山県","閲覧表１２月ー３　ＯＡ・電気関係（インクタンク、加湿空気清浄機、","家具・寝具・什器・備品等,厨房・給食機器及び業務,家電・カメラ・映像関連の機器・用品及び業務,事務機器及び業務,通信機器・システム及び業務,情報処理機器・ソフト及び業務,電気・電源設備及び工事,空調・換気・給排水・衛生機器及び工事","競争・公募","","2023-12-12","2023-12-14",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcyMzMwMg=="
"N17714701","岡山県","岡山県","RICOH　SPトナー　カートリッジ　6400H、サンコープラスチックコンテナーエース、ラテックスグローブ　パウダーフリーほか","衣料・繊維製品,家具・寝具・什器・備品等,家電・カメラ・映像関連の機器・用品及び業務,事務機器及び業務,理化学機械器具類,薬品・防疫剤等,デザイン・印刷・広告","競争・公募","","2023-12-12","2023-12-13",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDcwMQ=="
"N17714641","防衛省/陸上自衛隊/相馬原駐屯地","群馬県","18　Ｐｒｏｐｅｌｌａｎｔｓ　ａｎｄ　Ｅｘｐｌｏｓｉｖｅｓ　ほか5件","文房具事務用品・図書","競争・公募","A,B,C,D","2023-12-12","2023-12-22",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDY0MQ=="
"N17714540","総務省/統計局","東京都","小売物価統計調査関連（店舗形態別）分析に用いるPOSデータの作成及び提供","情報処理機器・ソフト及び業務,調査・研究業務,その他の業務委託","競争・公募","A,B,C,D","2023-12-12","2024-01-26",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDU0MA=="
"N17714489","京都市","京都府","ＯＫＩ　ＧＦトナーカートリッジ【京都市】","事務機器及び業務","競争・公募","","2023-12-12","2023-12-18",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDQ4OQ=="
"N17714433","厚生労働省/神奈川労働局","神奈川県","横浜南労働基準監督署OA フロアカーペット貼替等作業一式","内装工事","競争・公募","B,C,D","2023-12-12","2023-12-27",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDQzMw=="
"N17714397","その他広島県市町村/福山市","広島県","診療費納入通知書（POS，支払機用）【福山市】","デザイン・印刷・広告","競争・公募","","2023-12-12","2023-12-15",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDM5Nw=="
"N17714346","岩手県","岩手県","【盛岡広域振興局】（事務用品類（OA関係））HDMI分配器、USBフラッシュメモリ、HDMIケーブル、ほか","家電・カメラ・映像関連の機器・用品及び業務,事務機器及び業務,情報処理機器・ソフト及び業務","競争・公募","","2023-12-12","2023-12-14",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDM0Ng=="
"N17714277","北海道","北海道","【No.332】HDDドライブ","情報処理機器・ソフト及び業務","競争・公募","","2023-12-12","2023-12-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDI3Nw=="
"N17714276","北海道","北海道","【No.333】リサイクルトナーカートリッジ","事務機器及び業務","競争・公募","","2023-12-12","2023-12-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDI3Ng=="
"N17714275","北海道","北海道","【差替版】【No.335】リサイクルトナーカートリッジほか全2点（リサイクルトナーカートリッジ）","事務機器及び業務,情報処理機器・ソフト及び業務","競争・公募","","2023-12-12","2023-12-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDI3NQ=="
"N17714236","北海道","北海道","【No.330】マウスほか全2点（マウス）","事務機器及び業務,情報処理機器・ソフト及び業務","競争・公募","","2023-12-12","2023-12-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDIzNg=="
"N17714230","北海道","北海道","【No.328】ワイヤレスマウスキーボードセット","事務機器及び業務,情報処理機器・ソフト及び業務","競争・公募","","2023-12-12","2023-12-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDIzMA=="
"N17714226","北海道","北海道","【No.336】アルコールチェッカー","工作・産業・農業・建設用機械器具類,警察・消防・防災関連の機器・システム及び業務","競争・公募","","2023-12-12","2023-12-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDIyNg=="
"N17714211","北海道","北海道","【No.331】スノーブラシほか全2点（スノーブラシ）","家具・寝具・什器・備品等","競争・公募","","2023-12-12","2023-12-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDIxMQ=="
"N17714207","北海道","北海道","【No.327】スノーブラシほか全3点（スノーブラシSTD、クリアウォッシャー液、ぞうきん）","家具・寝具・什器・備品等","競争・公募","","2023-12-12","2023-12-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDIwNw=="
"N17714200","北海道","北海道","【No.339】トナーカートリッジほか全3点（トナーカートリッジリサイクル）","事務機器及び業務","競争・公募","","2023-12-12","2023-12-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDIwMA=="
"N17714197","北海道","北海道","【No.338】 ドラムユニット","事務機器及び業務","競争・公募","","2023-12-12","2023-12-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDE5Nw=="
"N17714175","北海道","北海道","【No.337】電卓","文房具事務用品・図書","競争・公募","","2023-12-12","2023-12-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDE3NQ=="
"N17714173","大阪市","大阪府","「【城東区万博】令和5年度　城東区×SDGs×EXPO2025」啓発用クリアボトル買入【大阪市】","家具・寝具・什器・備品等,デザイン・印刷・広告","競争・公募","","2023-12-12","2023-12-26",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDE3Mw=="
"N17714152","北海道","北海道","【差替版】【No.334】リサイクルトナーカートリッジほか全5点（リサイクルトナーカートリッジ、トナーカートリッジ）","事務機器及び業務","競争・公募","","2023-12-12","2023-12-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDE1Mg=="
"N17714129","北海道","北海道","【No.341】フラットファイルPPほか全2点（フラットファイルPP（黄）、テプラテープ エコパック白ラベル8m 黒 文字）","文房具事務用品・図書","競争・公募","","2023-12-12","2023-12-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDEyOQ=="
"N17714092","北海道","北海道","【No.340】セロテープほか全4点（セロテープ、布テープ、蛍光ペン（桃）、ほか）","文房具事務用品・図書","競争・公募","","2023-12-12","2023-12-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDA5Mg=="
"N17714027","山口県市町村/下関市","山口県","RICOH　SP　トナー　シアン　C740H　２本　ほか２件【下関市】","事務機器及び業務","競争・公募","","2023-12-12","2023-12-14",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDAyNw=="
"N17714024","国立大学法人/北海道大学","北海道","英国アンドール・テクノロジー社製 デジタルsCMOSカメラ ZL41 Wave4.2 CL10 一式","家電・カメラ・映像関連の機器・用品及び業務","競争・公募","A,B,C,D","2023-12-12","2023-12-18",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDAyNA=="
"N17714023","国立大学法人/北海道大学","北海道","米国Apple社製 MacStudio M2 Ultra 一式","情報処理機器・ソフト及び業務","競争・公募","A,B,C,D","2023-12-12","2023-12-15",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDAyMw=="
"N17714022","国立大学法人/北海道大学","北海道","米国タコニック社製 HLA-A24(Model#8910-M) 雄 4 - 5週齢 24匹","その他の物品","競争・公募","A,B,C,D","2023-12-12","2023-12-18",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDAyMg=="
"N17714021","国立大学法人/北海道大学","北海道","独国Leica Microsystems社製 光源ユニットシステム　一式","理化学機械器具類","競争・公募","A,B,C,D","2023-12-12","2023-12-18",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDAyMQ=="
"N17714019","国立大学法人/北海道大学","北海道","仏国ダッソー・システムズ社製 ソフトウェア Discovery Studio 技術サポート 一式","情報処理機器・ソフト及び業務","競争・公募","A,B,C,D","2023-12-12","2023-12-18",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDAxOQ=="
"N17714003","国立大学法人/東京大学","東京都","米国10X Genomics社製 Chromium Next GEM シン グルセル 3” キット v3.1 for Dual Index (16反応) 2 キット","理化学機械器具類","競争・公募","","2023-12-12","2023-12-27",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxNDAwMw=="
"N17713933","静岡県","静岡県","（入札番号：浜 第10364号）令和５年度［第３５-Ｓ７４８３-０１号］東伊場西Ｎｏ．２砂防等調査に伴う設計業務委託（補修検討）","調査・研究業務,設計・測量","指名","","2023-12-12","2024-01-10",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxMzkzMw=="
"N17713919","静岡県","静岡県","（入札番号：浜 第10363号）令和５年度［第３５-Ｓ７２８０-０１号］伊目Ｎｏ．２ほか砂防等維持工事（標識設置工）","土木工事,道路関連工事","指名","","2023-12-12","2024-01-10",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxMzkxOQ=="
"N17713831","国立大学法人/群馬大学","群馬県","電子ジャーナルAACR Journals Suiteの利用","文房具事務用品・図書,情報処理機器・ソフト及び業務","競争・公募","","2023-12-12","2023-12-18",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxMzgzMQ=="
"N17713741","国立大学法人/東海国立大学機構/名古屋大学","愛知県","米国Teledyne Isco社製 CombiFlash NextGen 300+ Systems　一式","理化学機械器具類","競争・公募","A,B,C","2023-12-12","2024-01-10",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxMzc0MQ=="
"N17713740","国立大学法人/東海国立大学機構/名古屋大学","愛知県","qPCR 法によるNOD SCIDマウスを用いた予備体内分布試験　一式","調査・研究業務","競争・公募","A,B,C","2023-12-12","2023-12-22",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxMzc0MA=="
"N17713590","独立行政法人国立文化財機構/九州国立博物館","福岡県","随契事前確認公募⑦九州国立博物館　X線CTデータ解析ソフトウェアVGStudioMAX アップグレード　定期点検・保守","情報処理機器・ソフト及び業務","競争・公募","A,B,C,D","2023-12-12","2024-01-24",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxMzU5MA=="
"N17713582","横浜市","神奈川県","令和６年度情報システムの標準化・共通化に係るPMO運営支援業務委託【横浜市】","情報処理機器・ソフト及び業務,調査・研究業務","競争・公募","","2023-12-12","2024-01-22",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxMzU4Mg=="
"N17713573","独立行政法人国立文化財機構/九州国立博物館","福岡県","随契事前確認公募⑤九州国立博物館　ATOS Triple Scan 16Mシステム、ATOS Professionalソフト保守業務","情報処理機器・ソフト及び業務,工作・産業・農業・建設用機械器具類","競争・公募","A,B,C,D","2023-12-12","2024-01-24",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxMzU3Mw=="
"N17713526","日本放送協会","東京都","NHK for School番組＆WEBガイド2024」の印刷・梱包・発送業務","デザイン・印刷・広告,運送・発送業務,その他の業務委託","競争・公募","","2023-12-12","2024-01-26",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxMzUyNg=="
"N17713237","横浜市","神奈川県","０４４－０１　ディーゼル機関用油（ＥＮＥＯＳ）　１２缶　製品指定【横浜市】","燃料・ガス・油脂及び工事","競争・公募","","2023-12-12","2023-12-15",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcxMzIzNw=="
